gene	drug.x	efo_terms	interaction_types	max_phase_for_ind	max_phase	eQTL_type	b_3	PPH4_3	b_m3	PPH4_m3	pQTL_3_beta	pQTL_3_SNP.PP.H4	pQTL_m3_beta	pQTL_m3_SNP.PP.H4	evidence_num	note	PMIDs	agingdrug	direction
MAPT	oxitriptan	unipolar depression,Sleep Disorder,Spinal cord injury,major depressive disorder,obesity		4,3,2,2,2	4	Brain Tissue eQTL	-0.391200141041707		0.561069629813167						2				
MAPT	oxytetracycline	bacterial disease,osteomyelitis,acne,eye infection		4,0.5,3,4	4	Brain Tissue eQTL	-0.391200141041707		0.561069629813167						2				
MAPT	pantoprazole	gastroesophageal reflux disease,Peptic ulcer,Gastrointestinal hemorrhage,diabetes mellitus,hemorrhage,acute coronary syndrome,congestive heart failure,Barrett's esophagus,aspergillosis,Zollinger-Ellison Syndrome,Helicobacter pylori infectious disease,Laryngopharyngeal Reflux,bacterial disease,esophageal disease,prostate cancer,ulcer disease,gastrin-producing neuroendocrine tumor,Esophagitis,schizophrenia,type 1 diabetes mellitus,type 2 diabetes mellitus,multiple sclerosis		4,4,3,3,3,1,3,3,1,2,2,3,1,3,2,3,2,2,2,2,2,1	4	Brain Tissue eQTL	-0.391200141041707		0.561069629813167						2				
MAPT	pittsburgh compound b	alcohol dependence		0.5	0.5	Brain Tissue eQTL	-0.391200141041707		0.561069629813167						2				
MAPT	quercetin	chronic obstructive pulmonary disease,prostate adenocarcinoma,chronic kidney disease,gastroesophageal reflux disease,chronic hepatitis C virus infection,oral lichen planus,follicular lymphoma,coronary artery disease,childhood cancer,aging,COVID-19,age-related macular degeneration,mouth neoplasm,type 2 diabetes mellitus,osteoarthritis,cystic fibrosis,Fanconi anemia		1,1,2,1,1,1,2,3,2,2,1,2,2,2,1,2,1	3	Brain Tissue eQTL	-0.391200141041707		0.561069629813167						2		35343051,ChEMBL	Y	
MAPT	rabeprazole	cancer,gastroesophageal reflux disease,duodenal ulcer,Gastrointestinal hemorrhage,Peptic ulcer,dyspepsia,Helicobacter pylori infectious disease,infectious disease,lymphoid neoplasm,amyotrophic lateral sclerosis		1,4,3,3,4,2,3,1,1,1	4	Brain Tissue eQTL	-0.391200141041707		0.561069629813167						2				
MAPT	raloxifene	polycystic ovary syndrome,prostate adenocarcinoma,postmenopausal osteoporosis,osteoporosis,menopause,schizoaffective disorder,Osteopenia,breast cancer,endometrial cancer,severe acute respiratory syndrome,Alzheimer disease,schizophrenia		3,0.5,3,3,2,3,3,3,2,2,2,3	4	Brain Tissue eQTL	-0.391200141041707		0.561069629813167						2				
MAPT	reserpine	hypertension,pulmonary arterial hypertension,cocaine dependence,cerebrovascular disorder,heart disease,atherosclerosis,Hypercholesterolemia,coronary artery disease,methamphetamine dependence,type 2 diabetes mellitus		4,1,2,3,3,3,3,3,1,3	4	Brain Tissue eQTL	-0.391200141041707		0.561069629813167						2				
MAPT	resveratrol	metabolic syndrome,cardiovascular disease,chronic obstructive pulmonary disease,diabetic nephropathy,dilated cardiomyopathy,infertility,neoplasm,memory impairment,insulin resistance,chronic kidney disease,seasonal allergic rhinitis,peripheral arterial disease,aging,Spastic paraplegia,Hypercholesterolemia,inflammation,colorectal adenocarcinoma,hypertension,non-alcoholic fatty liver disease,rectum cancer,liver cancer,follicular lymphoma,malignant colon neoplasm,severe acute respiratory syndrome,concussion,COVID-19,polycystic ovary syndrome,age-related macular degeneration,Alzheimer disease,schizophrenia,type 1 diabetes mellitus,type 2 diabetes mellitus,osteoarthritis,Parkinson disease,Huntington disease,lymphangioleiomyomatosis,Friedreich ataxia		3,1,3,0.5,3,3,1,1,2,3,3,3,2,2,2,3,1,1,2,1,1,2,1,2,1,2,2,2,2,2,0.5,2,3,1,3,2,2	3	Brain Tissue eQTL	-0.391200141041707		0.561069629813167						2		ChEMBL	Y	
MAPT	semaxanib	renal cell carcinoma,mesothelioma,melanoma,cutaneous melanoma,neoplasm,sarcoma,multiple myeloma,head and neck malignant neoplasia,colorectal carcinoma,colorectal adenocarcinoma,Central Nervous System Neoplasm,rectum cancer,kidney cancer,cervical cancer,breast cancer,prostate cancer,malignant colon neoplasm		2,2,2,2,1,2,2,1,3,3,1,1,2,2,1,2,1	3	Brain Tissue eQTL	-0.391200141041707		0.561069629813167						2				
MAPT	sulfasalazine	ankylosing spondylitis,neuropathy,rheumatoid arthritis,osteomyelitis,Chemotherapy-induced nausea and vomiting,juvenile idiopathic arthritis,sclerosing cholangitis,glioblastoma multiforme,intestinal obstruction,pulmonary arterial hypertension,psoriatic arthritis,ulcerative colitis		2,2,4,0.5,1,4,2,1,1,1,3,4	4	Brain Tissue eQTL	-0.391200141041707		0.561069629813167						2				
MAPT	triclabendazole	Fascioliasis,Helminthiasis		4,4	4	Brain Tissue eQTL	-0.391200141041707		0.561069629813167						2				
MINK1	cediranib	neoplasm,cancer,renal cell carcinoma,glioblastoma multiforme,rectum cancer,acute myeloid leukemia,breast carcinoma,leukemia,prostate adenocarcinoma,non-small cell lung carcinoma,biliary tract neoplasm,ovarian neoplasm,alveolar soft part sarcoma,colorectal carcinoma,cutaneous melanoma,small cell lung carcinoma,metastatic melanoma,metastatic neoplasm,thyroid carcinoma,gastric cancer,peritoneum cancer,fallopian tube cancer,cervical cancer,breast cancer,ovarian cancer,prostate cancer,lung cancer,endometrial cancer,brain neoplasm,metastatic prostate cancer		3,3,2,3,1,1,2,1,2,2,2,3,2,2,1,2,1,1,1,1,1,1,2,2,3,2,1,1,1,2	3	Blood eQTL			-0.15809316675183						1				
MINK1	dasatinib	chronic lymphocytic leukemia,leukemia,multiple myeloma,non-Hodgkins lymphoma,non-small cell lung carcinoma,pancreatic carcinoma,squamous cell lung carcinoma,chronic myelogenous leukemia,acute lymphoblastic leukemia,glioblastoma multiforme,metastatic melanoma,acute myeloid leukemia,cancer,malignant pleural mesothelioma,neoplasm,diffuse large B-cell lymphoma,melanoma,mesothelioma,polycythemia vera,breast neoplasm,hepatocellular carcinoma,lymphoma,small cell lung carcinoma,prostate adenocarcinoma,cholangiocarcinoma,chronic kidney disease,gliosarcoma,head and neck squamous cell carcinoma,Hodgkins lymphoma,MALT lymphoma,metastatic prostate cancer,myelodysplastic syndrome,angioimmunoblastic T-cell lymphoma,Burkitts lymphoma,cutaneous melanoma,neuroblastoma,idiopathic pulmonary fibrosis,rhabdomyosarcoma,anaplastic large cell lymphoma,lymphoid leukemia,head and neck malignant neoplasia,Pineoblastoma,Sezary's disease,hairy cell leukemia,mycosis fungoides,Mantle cell lymphoma,colorectal carcinoma,scleroderma,brain neoplasm,Waldenstrom macroglobulinemia,diffuse intrinsic pontine glioma,Central Nervous System Neoplasm,rectum cancer,childhood acute lymphoblastic leukemia,lymphoblastic lymphoma,peritoneum cancer,fallopian tube cancer,salivary gland adenoid cystic carcinoma,myeloid leukemia,breast cancer,ovarian cancer,prostate cancer,lung cancer,endometrial cancer,systemic mastocytosis,follicular lymphoma,T-cell large granular lymphocyte leukemia,adult T-cell leukemia/lymphoma,extranodal nasal NK/T cell lymphoma,malignant colon neoplasm,childhood cancer,malignant glioma,brain disease,aging,COVID-19,breast carcinoma,Alzheimer disease,gastrointestinal stromal tumor		2,3,2,1,2,2,2,4,4,2,2,3,4,2,4,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,3,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,4,4,1,1,2,1,2,1,2,2,0.5,2,1,1,1,1,2,4,2,2,2,2,2,1,2	4	Blood eQTL			-0.15809316675183						1		35343051,ChEMBL	Y	
MINK1	dovitinib	acute myeloid leukemia,cancer,melanoma,multiple myeloma,adenoid cystic carcinoma,neoplasm,renal cell carcinoma,malignant pleural mesothelioma,hepatocellular carcinoma,clear cell renal carcinoma,non-small cell lung carcinoma,glioblastoma multiforme,gliosarcoma,urogenital neoplasm,adrenal cortex carcinoma,gastric cancer,urinary bladder cancer,thyroid cancer,breast cancer,prostate cancer,endometrial cancer,von Hippel-Lindau disease,gastrointestinal stromal tumor		1,2,1,2,2,2,3,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2	3	Blood eQTL			-0.15809316675183						1				
MINK1	erlotinib	neoplasm,head and neck squamous cell carcinoma,pancreatic carcinoma,non-small cell lung carcinoma,leukemia,cancer,psoriasis,squamous cell carcinoma,ependymoma,myelodysplastic syndrome,mouth neoplasm,chronic hepatitis C virus infection,polycythemia vera,carcinoma,hepatocellular carcinoma,acute myeloid leukemia,bronchoalveolar adenocarcinoma,clear cell renal carcinoma,germ cell tumor,glioblastoma multiforme,mesothelioma,renal cell carcinoma,anaplastic astrocytoma,anaplastic oligodendroglioma,esophageal carcinoma,large cell lung carcinoma,pancreatic neoplasm,ovarian neoplasm,nasopharyngeal neoplasm,head and neck malignant neoplasia,Ebola hemorrhagic fever,Thymoma,rectum cancer,gliosarcoma,colorectal carcinoma,Familial adenomatous polyposis,lung adenocarcinoma,melanoma,multiple myeloma,pharynx cancer,gastrointestinal disease,diffuse intrinsic pontine glioma,Central Nervous System Neoplasm,neuroendocrine neoplasm,urinary bladder cancer,brain cancer,fallopian tube cancer,kidney cancer,liver cancer,skin cancer,biliary tract cancer,mixed glioma,childhood ependymoma,breast cancer,esophageal cancer,ovarian cancer,prostate cancer,lung cancer,pilocytic astrocytoma,subependymal giant cell astrocytoma,carcinoma of liver and intrahepatic biliary tract,malignant colon neoplasm,lung neoplasm,hematopoietic and lymphoid cell neoplasm,metastasis		4,3,3,3,2,4,2,3,2,2,3,1,2,3,3,2,2,1,2,1,2,1,1,1,2,3,3,2,2,3,1,2,1,2,3,2,1,1,1,0.5,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,3	4	Blood eQTL			-0.15809316675183						1				
MINK1	gefitinib	non-small cell lung carcinoma,upper aerodigestive tract neoplasm,lung carcinoma,squamous cell carcinoma,acute myeloid leukemia,neoplasm,mesothelioma,hepatocellular carcinoma,cancer,gliosarcoma,uterine neoplasm,gastric carcinoma,head and neck squamous cell carcinoma,metastatic prostate cancer,germ cell tumor,glioblastoma multiforme,neuroblastoma,renal cell carcinoma,sarcoma,small cell lung carcinoma,squamous cell lung carcinoma,pancreatic carcinoma,breast neoplasm,stomach neoplasm,nasopharyngeal neoplasm,head and neck malignant neoplasia,male breast carcinoma,colorectal carcinoma,lung adenocarcinoma,Fallopian Tube Carcinoma,peritoneal neoplasm,bronchoalveolar adenocarcinoma,carcinoma,Central Nervous System Neoplasm,urinary bladder cancer,peritoneum cancer,fallopian tube cancer,kidney cancer,skin cancer,cervical cancer,urethra cancer,salivary gland cancer,breast cancer,esophageal cancer,ovarian cancer,prostate cancer,lung cancer,lung neoplasm		4,3,3,3,2,4,2,2,4,2,2,2,3,1,2,2,2,1,2,2,3,1,3,2,1,3,2,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,3	4	Blood eQTL			-0.15809316675183						1				
MINK1	ilorasertib	cancer,neoplasm		2,2	2	Blood eQTL			-0.15809316675183						1				
MINK1	sns-314	neoplasm		1	1	Blood eQTL			-0.15809316675183						1				
MINK1	sorafenib	neoplasm,hepatocellular carcinoma,acute myeloid leukemia,lymphoma,renal cell carcinoma,sarcoma,kidney neoplasm,chronic lymphocytic leukemia,pancreatic carcinoma,non-small cell lung carcinoma,cancer,leukemia,portal hypertension,thyroid carcinoma,Keloid,squamous cell carcinoma,pulmonary arterial hypertension,osteosarcoma,small cell lung carcinoma,melanoma,testicular carcinoma,carcinoma,metastatic prostate cancer,myelodysplastic syndrome,acute promyelocytic leukemia,adenocarcinoma,chronic myelogenous leukemia,glioblastoma multiforme,mesothelioma,neuroblastoma,prostate adenocarcinoma,cervical carcinoma,multiple myeloma,liver disease,anaplastic astrocytoma,anaplastic oligodendroglioma,rhabdomyosarcoma,kidney disease,thyroid neoplasm,pancreatic neoplasm,ovarian neoplasm,colorectal neoplasm,nasopharyngeal neoplasm,upper aerodigestive tract neoplasm,rectum cancer,Hepatopulmonary Syndrome,gliosarcoma,soft tissue sarcoma,acute lymphoblastic leukemia,follicular thyroid carcinoma,papillary thyroid carcinoma,small cell carcinoma,adrenal cortex carcinoma,Hepatoblastoma,neuroendocrine neoplasm,thrombotic disease,gastric cancer,urinary bladder cancer,thyroid cancer,kidney cancer,liver cancer,breast cancer,ovarian cancer,prostate cancer,lung cancer,medullary thyroid gland carcinoma,carcinoma of liver and intrahepatic biliary tract,Kaposi's sarcoma,brain neoplasm,acute monocytic leukemia,gastrointestinal stromal tumor		4,3,2,1,4,2,3,2,2,3,4,2,2,3,2,1,1,2,2,3,2,3,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,1,3,2,2,2,2,2,1,2,2,2,1,2,3,1,2,3,2,1,2,2,3,3,3,3,2,2,2,2,3,1,1,2,2	4	Blood eQTL			-0.15809316675183						1				
MINK1	sotrastaurin	diffuse large B-cell lymphoma,ulcerative colitis,posterior uveitis,psoriasis,lymphoma		1,2,2,2,1	2	Blood eQTL			-0.15809316675183						1				
MINK1	tak-715	rheumatoid arthritis		2	2	Blood eQTL			-0.15809316675183						1				
MPL	avatrombopag	liver disease,autoimmune thrombocytopenic purpura,Thrombocytopenia,hemorrhage,blood platelet disease,Aplastic anemia	agonist	3,3,3,4,2,2	4	Blood eQTL	-0.347925623206409	0.999992469859678	0.444572722891505	0.999984821789593			-0.253386268099019		4				Y
MPL	dactolisib	neoplasm,cancer,Transitional Cell Carcinoma,infection,pancreatic neuroendocrine tumor,kidney cancer,breast cancer,prostate cancer,endometrial cancer,COVID-19		2,2,2,3,2,1,2,1,2,2	3	Blood eQTL	-0.347925623206409	0.999992469859678	0.444572722891505	0.999984821789593			-0.253386268099019		4				
MPL	eltrombopag	hemorrhage,autoimmune thrombocytopenic purpura,liver disease,Thrombocytopenia,Aplastic anemia,cirrhosis of liver,chronic lymphocytic leukemia,acute myeloid leukemia,chronic hepatitis C virus infection,leukemia,hepatitis C virus infection,myelodysplastic syndrome,neoplasm,osteosarcoma,multiple myeloma,acute graft vs. host disease,severe aplastic anemia,anemia (phenotype),blood platelet disease,lymphoma,Wiskott-Aldrich syndrome,Fanconi anemia	agonist	4,3,2,3,3,1,2,2,3,2,3,2,3,1,0.5,2,3,1,2,2,2,2	4	Blood eQTL	-0.347925623206409	0.999992469859678	0.444572722891505	0.999984821789593			-0.253386268099019		4				Y
MPL	everolimus	acute coronary syndrome,adenoid cystic carcinoma,breast carcinoma,renal cell carcinoma,colorectal adenocarcinoma,mesothelioma,neoplasm,non-small cell lung carcinoma,sarcoma,small cell lung carcinoma,carcinoma,cholangiocarcinoma,glioblastoma multiforme,hepatocellular carcinoma,acute graft vs. host disease,diffuse large B-cell lymphoma,kidney disease,lymphoma,malignant pleural mesothelioma,pancreatic carcinoma,stomach neoplasm,clear cell renal carcinoma,Cutaneous T-cell lymphoma,germ cell tumor,lung carcinoma,central nervous system cancer,chondrosarcoma,Hodgkins lymphoma,osteosarcoma,pulmonary neuroendocrine tumor,hepatitis C virus infection,esophageal carcinoma,acute myeloid leukemia,brain neoplasm,Kaposi's sarcoma,breast neoplasm,Mantle cell lymphoma,immune system disease,infection,myelodysplastic syndrome,age-related macular degeneration,chronic kidney disease,astrocytoma,cancer,uveitis,head and neck squamous cell carcinoma,cutaneous melanoma,acute lymphoblastic leukemia,adenocarcinoma,chronic myelogenous leukemia,epilepsy,leukemia,oligoastrocytoma,oligodendroglioma,cytomegalovirus infection,synovial sarcoma,multiple myeloma,anaplastic astrocytoma,metastatic melanoma,thymus neoplasm,pancreatic neoplasm,Coronary Restenosis,nasopharyngeal neoplasm,lymphoid leukemia,non-Hodgkins lymphoma,head and neck malignant neoplasia,male breast carcinoma,islet cell tumor,pancreatic neuroendocrine tumor,Transitional Cell Carcinoma,marginal zone B-cell lymphoma,carcinoid syndrome,Autosomal dominant polycystic kidney disease,colorectal carcinoma,soft tissue sarcoma,Abnormality of blood and blood-forming tissues,triple-negative breast cancer,Waldenstrom macroglobulinemia,kidney failure,malignant peripheral nerve sheath tumor,Polycystic Kidney Disease,diffuse intrinsic pontine glioma,Central Nervous System Neoplasm,neuroendocrine neoplasm,Adenoma sebaceum,lymphoblastic lymphoma,gastric cancer,urinary bladder cancer,primary aldosteronism,peritoneum cancer,thyroid cancer,neuroendocrine carcinoma,fallopian tube cancer,kidney cancer,liver cancer,uterine cancer,skin cancer,cervical cancer,mixed glioma,childhood ependymoma,gallbladder cancer,breast cancer,esophageal cancer,ovarian cancer,prostate cancer,lung cancer,classic Hodgkin lymphoma,endometrial cancer,graft versus host disease,medullary thyroid gland carcinoma,systemic mastocytosis,subependymal giant cell astrocytoma,progeria,malignant colon neoplasm,digestive system neuroendocrine neoplasm,endometrial hyperplasia,metastasis,angiomyolipoma,atrioventricular septal defect,malignant glioma,carcinoid tumor,Kidney Angiomyolipoma,hamartoma,bone sarcoma,glioma,tuberous sclerosis,neurofibromatosis type 2,Peutz-Jeghers syndrome,lymphangioleiomyomatosis,gastrointestinal stromal tumor,meningioma,PTEN hamartoma tumor syndrome,tuberculosis,malignant epithelial tumor of ovary,neurofibromatosis type 1		1,2,4,4,2,2,4,2,2,2,3,2,2,2,3,3,2,2,2,2,3,4,2,2,2,2,2,2,2,4,2,1,2,2,2,4,2,4,3,2,2,3,4,4,2,2,2,1,1,1,2,1,2,2,3,1,2,4,2,2,2,3,1,1,1,2,1,2,4,2,2,3,3,2,2,1,1,2,3,2,2,3,1,4,4,1,3,2,2,1,2,2,1,3,2,2,3,1,2,2,1,4,1,2,3,2,2,2,3,2,2,4,1,1,3,2,1,4,3,2,3,4,4,2,2,4,2,2,2,1,2,1,2,1,2	4	Blood eQTL	-0.347925623206409	0.999992469859678	0.444572722891505	0.999984821789593			-0.253386268099019		4				
MPL	lusutrombopag	autoimmune thrombocytopenic purpura,Thrombocytopenia,hemorrhage	agonist	2,4,4	4	Blood eQTL	-0.347925623206409	0.999992469859678	0.444572722891505	0.999984821789593			-0.253386268099019		4				Y
MPL	pictilisib	non-Hodgkins lymphoma,cancer,neoplasm,non-small cell lung carcinoma,breast cancer		1,1,1,2,2	2	Blood eQTL	-0.347925623206409	0.999992469859678	0.444572722891505	0.999984821789593			-0.253386268099019		4				
MPL	romiplostim	hemorrhage,cancer,non-Hodgkins lymphoma,autoimmune thrombocytopenic purpura,Aplastic anemia,myelodysplastic syndrome,lymphoma,Thrombocytopenia,ovarian cancer,thrombocytopenic purpura,carcinoma,thrombotic thrombocytopenic purpura,glioblastoma multiforme,severe aplastic anemia,Wiskott-Aldrich syndrome	agonist	4,1,2,4,2,2,1,4,2,1,2,2,2,2,2	4	Blood eQTL	-0.347925623206409	0.999992469859678	0.444572722891505	0.999984821789593			-0.253386268099019		4				Y
MPL	ruxolitinib	neoplasm,head and neck squamous cell carcinoma,leukemia,primary myelofibrosis,Hodgkins lymphoma,breast carcinoma,psoriasis,HIV infection,myeloproliferative disorder,chronic lymphocytic leukemia,alopecia areata,rheumatoid arthritis,acute graft vs. host disease,Vitiligo,essential thrombocythemia,polycythemia vera,Cachexia,acute lymphoblastic leukemia,acute myeloid leukemia,atopic eczema,chronic myelogenous leukemia,lymphoma,multiple myeloma,pancreatic carcinoma,non-small cell lung carcinoma,non-Hodgkins lymphoma,inflammatory breast carcinoma,colorectal carcinoma,T-cell acute lymphoblastic leukemia,cancer,glioblastoma multiforme,lymphoid neoplasm,lichen planus,Hypereosinophilic syndrome,chronic myelomonocytic leukemia,severe acute respiratory syndrome,breast cancer,prostate cancer,lung cancer,classic Hodgkin lymphoma,graft versus host disease,hemophagocytic syndrome,myelofibrosis,pneumonia,hidradenitis suppurativa,necrobiosis lipoidica,COVID-19,bronchiolitis obliterans,discoid lupus erythematosus,pancreatic ductal adenocarcinoma,macrophage activation syndrome,Eczema,dermatitis,beta-thalassemia major		4,2,2,3,2,2,2,2,3,2,2,2,3,3,2,3,2,2,2,3,2,2,2,3,2,1,2,2,1,4,1,2,2,2,2,3,2,2,1,2,3,3,3,1,2,2,3,2,2,1,3,3,1,2	4	Blood eQTL	-0.347925623206409	0.999992469859678	0.444572722891505	0.999984821789593			-0.253386268099019		4				
NCAM1	duloxetine	diabetes mellitus,stroke,post-traumatic stress disorder,unipolar depression,pain,attention deficit hyperactivity disorder,chronic fatigue syndrome,osteoarthritis, knee,anxiety,fibromyalgia,neuropathic pain,biliary dyskinesia,diabetic neuropathy,Urinary incontinence,Dementia,Myalgia,peripheral neuropathy,colorectal carcinoma,Back pain,Shoulder pain,methamphetamine dependence,Low back pain,diabetic polyneuropathy,major depressive disorder,depressive disorder,diabetic nephropathy,generalized anxiety disorder,interstitial lung disease,schizophrenia,osteoarthritis,Parkinson disease,multiple sclerosis,alcohol dependence		2,0.5,0.5,4,2,2,2,3,3,3,2,3,3,3,3,2,2,2,3,3,1,3,3,3,4,2,3,2,3,3,3,2,2	4	Blood eQTL			0.271861193123249	0.99895032659595					2				
PHKG2	dovitinib	acute myeloid leukemia,cancer,melanoma,multiple myeloma,adenoid cystic carcinoma,neoplasm,renal cell carcinoma,malignant pleural mesothelioma,hepatocellular carcinoma,clear cell renal carcinoma,non-small cell lung carcinoma,glioblastoma multiforme,gliosarcoma,urogenital neoplasm,adrenal cortex carcinoma,gastric cancer,urinary bladder cancer,thyroid cancer,breast cancer,prostate cancer,endometrial cancer,von Hippel-Lindau disease,gastrointestinal stromal tumor		1,2,1,2,2,2,3,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2	3	Blood eQTL	-0.896212440247013	0.835579101242537							2				
PHKG2	gefitinib	non-small cell lung carcinoma,upper aerodigestive tract neoplasm,lung carcinoma,squamous cell carcinoma,acute myeloid leukemia,neoplasm,mesothelioma,hepatocellular carcinoma,cancer,gliosarcoma,uterine neoplasm,gastric carcinoma,head and neck squamous cell carcinoma,metastatic prostate cancer,germ cell tumor,glioblastoma multiforme,neuroblastoma,renal cell carcinoma,sarcoma,small cell lung carcinoma,squamous cell lung carcinoma,pancreatic carcinoma,breast neoplasm,stomach neoplasm,nasopharyngeal neoplasm,head and neck malignant neoplasia,male breast carcinoma,colorectal carcinoma,lung adenocarcinoma,Fallopian Tube Carcinoma,peritoneal neoplasm,bronchoalveolar adenocarcinoma,carcinoma,Central Nervous System Neoplasm,urinary bladder cancer,peritoneum cancer,fallopian tube cancer,kidney cancer,skin cancer,cervical cancer,urethra cancer,salivary gland cancer,breast cancer,esophageal cancer,ovarian cancer,prostate cancer,lung cancer,lung neoplasm		4,3,3,3,2,4,2,2,4,2,2,2,3,1,2,2,2,1,2,2,3,1,3,2,1,3,2,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,3	4	Blood eQTL	-0.896212440247013	0.835579101242537							2				
PTGIR	acetylsalicylic acid	atrial fibrillation,duodenal ulcer,Fever,hypertension,peripheral arterial disease,infertility,stroke,pain,preeclampsia,squamous cell carcinoma,cardiovascular disease,psychosis,heart failure,pulmonary arterial hypertension,acute lung injury,glioblastoma multiforme,HIV infection,HIV-1 infection,atherosclerosis,bipolar disorder,venous thromboembolism,chronic obstructive pulmonary disease,acute respiratory distress syndrome,Recurrent thrombophlebitis,breast neoplasm,prostate carcinoma,non-small cell lung carcinoma,pneumonia,injury,chronic kidney disease,cancer,ischemia,acute coronary syndrome,Venous thrombosis,heart disease,insomnia,diabetes mellitus,hypertrophic cardiomyopathy,polycythemia vera,neoplasm,Barrett's esophagus,vascular disease,myocardial infarction,habitual abortion,pregnancy,retinal vein occlusion,colorectal adenoma,nicotine dependence,angina pectoris,hepatocellular carcinoma,metabolic syndrome,aortic stenosis,cutaneous melanoma,essential thrombocythemia,periodontitis,ulcerative colitis,multiple myeloma,internal carotid artery stenosis,systemic lupus erythematosus,brain aneurysm,peripheral vascular disease,ovarian neoplasm,Hypertriglyceridemia,nasopharyngeal neoplasm,osteonecrosis,schizoaffective disorder,head and neck malignant neoplasia,common cold,placental insufficiency,rectum cancer,cerebral atherosclerosis,retinal artery occlusion,rheumatic heart disease,Myocardial Ischemia,colorectal carcinoma,Headache,Oral leukoplakia,Hypercholesterolemia,Sepsis,inflammation,hemorrhage,Disorder of lipid metabolism,prostate adenocarcinoma,cerebrovascular disorder,bone fracture,mucocutaneous lymph node syndrome,acute chest syndrome,thrombophilia,gastric ulcer,macular degeneration,Fatigue,chronic myelogenous leukemia,lung adenocarcinoma,severe acute respiratory syndrome,vitamin D deficiency,diabetic retinopathy,viral pneumonia,blood coagulation disease,respiratory failure,treatment resistant depression,gastrointestinal disease,varicose ulcer,Blindness,Gastrointestinal hemorrhage,Low back pain,Disseminated intravascular coagulation,Tension-type headache,thrombotic disease,gastric cancer,major depressive disorder,pharyngitis,cerebral infarction,cervical cancer,peptic ulcer disease,breast cancer,esophageal cancer,ovarian cancer,prostate cancer,endometrial cancer,malignant colon neoplasm,ulcer disease,fetal growth restriction,transient ischemic attack,brain infarction,ST Elevation Myocardial Infarction,Non-ST Elevation Myocardial Infarction,Herpes simplex infection,Ischemic stroke,Peptic ulcer,endometriosis of uterus,meningitis,COVID-19,Familial adenomatous polyposis,coronary artery disease,arthritis,acute myocardial infarction,non-allergic rhinitis,muscle cramp,toothache,Myalgia,Muscle spasm,Back pain,Dysmenorrhea,postherpetic neuralgia,influenza,alcoholic liver disease,aging,asthma,schizophrenia,cataract,type 2 diabetes mellitus,osteoarthritis,migraine disorder,multiple sclerosis,Lynch syndrome,sickle cell anemia,tuberculosis		3,2,4,3,3,3,4,4,3,3,3,3,3,2,2,2,2,2,3,3,3,3,2,4,3,2,3,3,3,3,2,3,3,2,2,0.5,3,3,3,2,2,3,4,3,2,3,2,2,3,3,2,3,2,3,2,3,3,2,2,3,0.5,2,1,2,3,3,1,4,2,2,3,3,3,3,3,4,1,2,2,1,3,3,2,3,0.5,3,3,3,3,3,0.5,2,0.5,3,2,3,2,2,2,2,1,3,3,3,3,2,2,4,3,2,3,3,2,3,3,3,2,3,2,3,1,3,3,3,3,3,1,3,3,0.5,3,3,3,4,4,4,4,4,4,4,4,4,4,1,3,0.5,0.5,3,3,3,3,3,4,3,3,1,2	4	Blood eQTL	-0.150104358660356	0.999934330484773							2	aspirin	35343051,ChEMBL	Y	
PTGIR	beraprost	pulmonary arterial hypertension,kidney disease,essential hypertension	agonist	3,1,0.5	3	Blood eQTL	-0.150104358660356	0.999934330484773							2				Y
PTGIR	epoprostenol	Recurrent thrombophlebitis,subarachnoid hemorrhage,pulmonary arterial hypertension,ischemia reperfusion injury,pulmonary hypertension,brain injury,COVID-19	agonist	4,2,3,2,3,1,2	4	Blood eQTL	-0.150104358660356	0.999934330484773							2				Y
PTGIR	iloprost	pulmonary arterial hypertension,chronic obstructive pulmonary disease,systemic scleroderma,Recurrent thrombophlebitis,chronic kidney disease,septic shock,myocardial infarction,cardiac arrest,Multiple Organ Failure,Raynaud disease,pulmonary hypertension,lung cancer,lung carcinoma,humerus fracture,adult acute respiratory distress syndrome,pulmonary arterial hypertension,asthma	agonist	4,2,2,4,2,3,1,2,2,3,4,2,2,1,3,4,0.5	4	Blood eQTL	-0.150104358660356	0.999934330484773							2				Y
PTGIR	laropiprant	rosacea,Hypercholesterolemia,familial hypercholesterolemia,Disorder of lipid metabolism,Combined hyperlipidemia,Flushing,type 2 diabetes mellitus,hyperlipidemia		1,3,3,3,3,2,3,3	4	Blood eQTL	-0.150104358660356	0.999934330484773							2				
